Fecha;Vendedor;Tienda;Producto;Medio de pago;Calificación por atención;Club cliente frecuente;Valor
44770;María;Tienda A;Suscripción;Débito;Negativa;No;56169
44541;Kike;Tienda B;Código digital XBOX;Crédito;Neutra;No;58253
44845;Diego;Tienda C;Código digital XBOX;Crédito;Negativa;No;34991
44262;Ambrosio;Tienda D;Código digital STEAM;Efectivo;Neutra;Si;36898
44641;María;Tienda A;Preventa Juego STEAM;Débito;Positiva;No;57422
44507;Agustín;Tienda B;Juego XBOX;Crédito;Positiva;No;56614
44632;Kike;Tienda B;Código digital STEAM;Crédito;Negativa;No;30105
44396;Diego;Tienda C;Código digital PSN;Crédito;Neutra;Si;52373
44498;Kike;Tienda B;Preventa Juego STEAM;Débito;Neutra;Si;28324
44594;Ambrosio;Tienda D;Preventa Juego STEAM;Crédito;Neutra;Si;47579
44371;María;Tienda A;Juego PS5;Efectivo;Positiva;No;55229
44650;Francisco;Tienda C;Preventa Juego NSW;Efectivo;Negativa;Si;62750
44797;Diego;Tienda C;Preventa Juego NSW;Efectivo;Positiva;No;59036
44538;Francisco;Tienda C;Código digital NSW;Débito;Negativa;Si;31570
44325;Ambrosio;Tienda D;Juego PS5;Débito;Positiva;No;39728
44243;Francisco;Tienda C;Juego PS5;Efectivo;Positiva;Si;34765
44747;Kike;Tienda B;Preventa Juego PS5;Efectivo;Neutra;Si;35467
44321;María;Tienda A;Juego NSW;Débito;Positiva;Si;39884
44614;Diego;Tienda C;Juego PC;Efectivo;Negativa;Si;51876
44290;Ambrosio;Tienda D;Juego NSW;Débito;Neutra;Si;29106
44605;Antonio;Tienda D;Suscripción;Crédito;Positiva;No;53697
44359;Diego;Tienda C;Juego NSW;Crédito;Positiva;No;53358
44534;Matías;Tienda A;Preventa Juego XBOX;Débito;Neutra;Si;48040
44311;Kike;Tienda B;Código digital STEAM;Débito;Negativa;No;34563
44792;Diego;Tienda C;Código digital NSW;Efectivo;Neutra;Si;52875
44211;Matías;Tienda A;Preventa Juego PS5;Efectivo;Positiva;No;51521
44694;Antonio;Tienda D;Juego PS5;Efectivo;Positiva;Si;43685
44683;Agustín;Tienda B;Preventa Juego STEAM;Crédito;Negativa;No;50812
44211;Kike;Tienda B;Código digital XBOX;Efectivo;Negativa;Si;45878
44354;Kike;Tienda B;Preventa Juego XBOX;Crédito;Neutra;No;35447
44442;María;Tienda A;Suscripción;Débito;Negativa;Si;60376
44690;Matías;Tienda A;Juego PS5;Débito;Neutra;Si;34000
44522;Antonio;Tienda D;Preventa Juego PS5;Efectivo;Positiva;Si;55467
44753;Kike;Tienda B;Código digital NSW;Crédito;Positiva;Si;55502
44774;Francisco;Tienda C;Preventa Juego XBOX;Efectivo;Neutra;No;53146
44623;María;Tienda A;Preventa Juego PS5;Efectivo;Neutra;Si;57106
44431;María;Tienda A;Preventa Juego PS5;Débito;Positiva;Si;41091
44818;Agustín;Tienda B;Código digital STEAM;Débito;Negativa;No;41008
44788;Ambrosio;Tienda D;Código digital PSN;Débito;Positiva;No;31299
44674;María;Tienda A;Código digital XBOX;Débito;Neutra;Si;46708
44764;Ambrosio;Tienda D;Juego PC;Crédito;Positiva;Si;38251
44314;Francisco;Tienda C;Preventa Juego STEAM;Débito;Positiva;No;46405
44768;Kike;Tienda B;Código digital PSN;Crédito;Negativa;Si;51457
44635;Francisco;Tienda C;Juego PC;Crédito;Positiva;Si;29670
44404;Agustín;Tienda B;Preventa Juego PS5;Débito;Negativa;Si;62836
44717;Matías;Tienda A;Código digital XBOX;Crédito;Neutra;No;55454
44553;Diego;Tienda C;Juego PS5;Crédito;Negativa;No;29356
44228;Diego;Tienda C;Suscripción;Efectivo;Negativa;Si;57234
44554;Ambrosio;Tienda D;Juego PC;Crédito;Positiva;Si;63207
44816;Agustín;Tienda B;Suscripción;Efectivo;Neutra;No;51755
44390;Ambrosio;Tienda D;Preventa Juego NSW;Débito;Negativa;Si;60209
44311;María;Tienda A;Preventa Juego STEAM;Crédito;Negativa;Si;41082
44370;Agustín;Tienda B;Preventa Juego STEAM;Efectivo;Neutra;Si;39009
44392;Ambrosio;Tienda D;Juego NSW;Efectivo;Neutra;No;64324
44860;Antonio;Tienda D;Preventa Juego NSW;Débito;Positiva;No;40107
44229;Kike;Tienda B;Juego XBOX;Efectivo;Negativa;Si;34301
44819;Antonio;Tienda D;Preventa Juego STEAM;Crédito;Negativa;Si;56884
44618;Ambrosio;Tienda D;Código digital PSN;Crédito;Neutra;Si;31051
44706;Antonio;Tienda D;Preventa Juego NSW;Débito;Negativa;No;51752
44853;Matías;Tienda A;Juego NSW;Efectivo;Negativa;No;43766
44429;Kike;Tienda B;Código digital PSN;Crédito;Positiva;Si;34644
44655;María;Tienda A;Juego NSW;Crédito;Negativa;No;32325
44253;Matías;Tienda A;Código digital PSN;Efectivo;Negativa;No;41147
44649;Ambrosio;Tienda D;Código digital XBOX;Efectivo;Neutra;No;56318
44678;Kike;Tienda B;Preventa Juego PS5;Débito;Positiva;Si;64697
44704;María;Tienda A;Preventa Juego PS5;Crédito;Neutra;Si;62773
44557;Francisco;Tienda C;Código digital XBOX;Efectivo;Neutra;Si;54476
44554;María;Tienda A;Código digital XBOX;Débito;Neutra;No;33623
44358;Agustín;Tienda B;Suscripción;Efectivo;Positiva;Si;44374
44221;Agustín;Tienda B;Preventa Juego XBOX;Débito;Neutra;No;61687
44444;Agustín;Tienda B;Preventa Juego PS5;Débito;Negativa;Si;60263
44464;Francisco;Tienda C;Juego XBOX;Débito;Neutra;No;30327
44803;Diego;Tienda C;Preventa Juego STEAM;Crédito;Neutra;No;60977
44218;María;Tienda A;Código digital PSN;Efectivo;Neutra;No;63063
44849;Kike;Tienda B;Preventa Juego STEAM;Efectivo;Neutra;Si;45755
44341;Francisco;Tienda C;Código digital PSN;Crédito;Neutra;Si;51523
44312;Ambrosio;Tienda D;Preventa Juego STEAM;Efectivo;Neutra;Si;37494
44493;Agustín;Tienda B;Juego XBOX;Efectivo;Negativa;No;57968
44562;Francisco;Tienda C;Código digital PSN;Débito;Positiva;No;44856
44759;María;Tienda A;Preventa Juego XBOX;Efectivo;Negativa;No;46789
44839;Ambrosio;Tienda D;Código digital NSW;Efectivo;Negativa;No;48879
44774;Kike;Tienda B;Código digital XBOX;Crédito;Neutra;No;34490
44698;Diego;Tienda C;Suscripción;Crédito;Negativa;No;62445
44643;Matías;Tienda A;Código digital XBOX;Débito;Positiva;Si;53527
44604;María;Tienda A;Código digital XBOX;Crédito;Positiva;Si;49309
44239;Agustín;Tienda B;Código digital NSW;Crédito;Negativa;No;28749
44203;Ambrosio;Tienda D;Código digital NSW;Débito;Positiva;Si;52281
44545;Ambrosio;Tienda D;Suscripción;Crédito;Neutra;No;58338
44203;Francisco;Tienda C;Preventa Juego NSW;Crédito;Negativa;No;35649
44314;Agustín;Tienda B;Preventa Juego STEAM;Débito;Positiva;Si;56138
44430;Francisco;Tienda C;Preventa Juego PS5;Efectivo;Negativa;No;59153
44667;Francisco;Tienda C;Preventa Juego NSW;Crédito;Neutra;Si;58693
44714;Antonio;Tienda D;Juego PS5;Débito;Neutra;No;54510
44483;Diego;Tienda C;Preventa Juego NSW;Crédito;Neutra;Si;53796
44614;Matías;Tienda A;Preventa Juego XBOX;Débito;Neutra;Si;58264
44859;Ambrosio;Tienda D;Preventa Juego NSW;Crédito;Negativa;Si;57315
44499;Ambrosio;Tienda D;Código digital XBOX;Crédito;Negativa;Si;64357
44676;Agustín;Tienda B;Suscripción;Débito;Negativa;Si;45976
44216;Diego;Tienda C;Preventa Juego STEAM;Crédito;Positiva;Si;37279
44650;Agustín;Tienda B;Código digital NSW;Crédito;Positiva;Si;57447
44810;Antonio;Tienda D;Código digital NSW;Débito;Negativa;No;48376
44742;Agustín;Tienda B;Preventa Juego PS5;Crédito;Negativa;Si;50232
44402;Kike;Tienda B;Preventa Juego STEAM;Crédito;Neutra;Si;31242
44279;Francisco;Tienda C;Suscripción;Débito;Negativa;No;63918
44558;Ambrosio;Tienda D;Juego PC;Efectivo;Positiva;Si;61490
44820;Antonio;Tienda D;Preventa Juego XBOX;Débito;Negativa;No;63396
44591;Antonio;Tienda D;Preventa Juego NSW;Efectivo;Negativa;Si;59106
44862;María;Tienda A;Suscripción;Débito;Negativa;Si;47516
44314;María;Tienda A;Código digital XBOX;Crédito;Neutra;Si;40152
44200;María;Tienda A;Código digital PSN;Efectivo;Neutra;Si;38040
44393;Francisco;Tienda C;Preventa Juego NSW;Efectivo;Neutra;Si;55473
44627;María;Tienda A;Preventa Juego XBOX;Débito;Negativa;Si;45796
44453;María;Tienda A;Juego XBOX;Débito;Positiva;Si;39142
44551;Antonio;Tienda D;Suscripción;Efectivo;Neutra;No;60533
44562;Francisco;Tienda C;Preventa Juego NSW;Crédito;Negativa;No;53799
44716;Francisco;Tienda C;Código digital XBOX;Efectivo;Neutra;Si;58235
44566;María;Tienda A;Preventa Juego XBOX;Crédito;Positiva;Si;48391
44492;Agustín;Tienda B;Juego PS5;Débito;Positiva;Si;32470
44730;Agustín;Tienda B;Juego PC;Débito;Neutra;Si;44436
44775;Matías;Tienda A;Suscripción;Efectivo;Positiva;No;64440
44681;Ambrosio;Tienda D;Juego PC;Débito;Negativa;Si;52660
44543;Kike;Tienda B;Código digital XBOX;Efectivo;Neutra;No;45153
44226;Kike;Tienda B;Suscripción;Crédito;Negativa;No;64223
44470;Antonio;Tienda D;Juego PC;Efectivo;Neutra;No;56193
44727;Ambrosio;Tienda D;Código digital NSW;Efectivo;Positiva;Si;61048
44694;Antonio;Tienda D;Juego PS5;Efectivo;Negativa;Si;28068
44531;María;Tienda A;Preventa Juego PS5;Débito;Negativa;Si;49476
44776;Ambrosio;Tienda D;Código digital PSN;Efectivo;Negativa;No;45259
44709;Kike;Tienda B;Preventa Juego STEAM;Efectivo;Positiva;Si;55227
44468;Diego;Tienda C;Código digital PSN;Débito;Positiva;No;36860
44230;Kike;Tienda B;Juego XBOX;Débito;Negativa;No;34627
44672;Agustín;Tienda B;Juego NSW;Efectivo;Positiva;No;38913
44585;Matías;Tienda A;Suscripción;Crédito;Neutra;No;37944
44608;Matías;Tienda A;Preventa Juego STEAM;Crédito;Neutra;Si;61235
44427;María;Tienda A;Juego PS5;Débito;Positiva;Si;56441
44493;Diego;Tienda C;Juego XBOX;Efectivo;Negativa;No;51842
44720;Francisco;Tienda C;Preventa Juego XBOX;Crédito;Neutra;Si;40073
44381;Agustín;Tienda B;Código digital PSN;Efectivo;Negativa;No;61203
44813;Diego;Tienda C;Preventa Juego XBOX;Efectivo;Positiva;Si;29306
44686;Kike;Tienda B;Código digital XBOX;Crédito;Neutra;No;33197
44642;Diego;Tienda C;Juego PC;Crédito;Positiva;No;36845
44223;Kike;Tienda B;Código digital XBOX;Crédito;Negativa;Si;31487
44777;Kike;Tienda B;Código digital STEAM;Efectivo;Negativa;Si;58094
44759;Matías;Tienda A;Código digital XBOX;Débito;Positiva;Si;54617
44420;Francisco;Tienda C;Juego XBOX;Efectivo;Neutra;Si;57100
44222;Kike;Tienda B;Código digital PSN;Crédito;Positiva;No;53856
44418;Antonio;Tienda D;Suscripción;Crédito;Negativa;No;50633
44411;Ambrosio;Tienda D;Preventa Juego XBOX;Efectivo;Positiva;Si;44676
44488;Agustín;Tienda B;Código digital XBOX;Efectivo;Neutra;No;50462
44526;Ambrosio;Tienda D;Preventa Juego NSW;Efectivo;Negativa;No;44170
44738;Diego;Tienda C;Juego NSW;Efectivo;Negativa;Si;35521
44516;Ambrosio;Tienda D;Código digital XBOX;Efectivo;Positiva;Si;43433
44653;Antonio;Tienda D;Preventa Juego PS5;Efectivo;Negativa;No;50085
44746;Antonio;Tienda D;Juego PC;Efectivo;Negativa;Si;37685
44744;Kike;Tienda B;Juego XBOX;Débito;Neutra;No;29484
44527;Diego;Tienda C;Código digital NSW;Efectivo;Negativa;No;44624
44248;Francisco;Tienda C;Preventa Juego XBOX;Efectivo;Positiva;No;40625
44296;Agustín;Tienda B;Juego NSW;Crédito;Neutra;No;31043
44783;Francisco;Tienda C;Juego XBOX;Crédito;Negativa;Si;29255
44233;Agustín;Tienda B;Código digital PSN;Crédito;Neutra;No;57530
44212;Matías;Tienda A;Juego XBOX;Débito;Negativa;Si;43298
44205;Antonio;Tienda D;Preventa Juego NSW;Efectivo;Negativa;No;41781
44535;Kike;Tienda B;Preventa Juego NSW;Crédito;Neutra;No;60904
44630;Francisco;Tienda C;Juego XBOX;Crédito;Positiva;No;60627
44435;María;Tienda A;Preventa Juego STEAM;Crédito;Neutra;No;53008
44846;Diego;Tienda C;Preventa Juego PS5;Crédito;Neutra;Si;50688
44338;Matías;Tienda A;Código digital NSW;Efectivo;Positiva;No;59196
44513;Antonio;Tienda D;Juego PC;Débito;Neutra;No;30997
44794;Antonio;Tienda D;Preventa Juego STEAM;Crédito;Neutra;Si;32261
44710;Kike;Tienda B;Preventa Juego PS5;Débito;Positiva;No;61845
44859;Diego;Tienda C;Juego PS5;Efectivo;Negativa;Si;55057
44496;Agustín;Tienda B;Código digital STEAM;Crédito;Neutra;No;39979
44637;Kike;Tienda B;Código digital XBOX;Débito;Neutra;No;53729
44320;Matías;Tienda A;Juego XBOX;Crédito;Neutra;No;34734
44696;Diego;Tienda C;Juego PC;Crédito;Neutra;Si;58691
44510;Kike;Tienda B;Preventa Juego NSW;Efectivo;Positiva;No;55043
44547;Kike;Tienda B;Preventa Juego STEAM;Crédito;Neutra;No;63106
44700;Kike;Tienda B;Juego NSW;Efectivo;Neutra;No;64626
44616;Francisco;Tienda C;Preventa Juego NSW;Crédito;Positiva;Si;55735
44552;Ambrosio;Tienda D;Código digital XBOX;Efectivo;Positiva;Si;54244
44528;Kike;Tienda B;Código digital NSW;Crédito;Neutra;No;41249
44806;Francisco;Tienda C;Preventa Juego XBOX;Crédito;Neutra;No;36962
44501;Ambrosio;Tienda D;Código digital NSW;Débito;Negativa;Si;52727
44599;María;Tienda A;Código digital PSN;Débito;Negativa;No;52404
44342;Agustín;Tienda B;Suscripción;Débito;Neutra;Si;56203
44748;Agustín;Tienda B;Preventa Juego STEAM;Débito;Negativa;Si;64754
44263;Francisco;Tienda C;Juego NSW;Crédito;Neutra;No;53322
44338;Kike;Tienda B;Juego XBOX;Débito;Neutra;Si;40624
44655;Matías;Tienda A;Juego XBOX;Efectivo;Neutra;Si;54367
44672;Diego;Tienda C;Juego PS5;Débito;Positiva;Si;30225
44725;Diego;Tienda C;Preventa Juego NSW;Efectivo;Positiva;No;63363
44505;Matías;Tienda A;Juego PC;Efectivo;Negativa;No;38994
44661;Kike;Tienda B;Preventa Juego XBOX;Crédito;Neutra;Si;52586
44654;Antonio;Tienda D;Suscripción;Débito;Neutra;No;58182
44500;María;Tienda A;Código digital XBOX;Crédito;Positiva;Si;51199
44356;Agustín;Tienda B;Código digital STEAM;Débito;Negativa;Si;57905
44429;Ambrosio;Tienda D;Juego PS5;Crédito;Positiva;No;34878
44445;María;Tienda A;Código digital STEAM;Crédito;Negativa;Si;58640
44691;Francisco;Tienda C;Código digital STEAM;Efectivo;Neutra;No;47580
44631;Diego;Tienda C;Código digital XBOX;Débito;Positiva;Si;50007
44657;María;Tienda A;Juego PS5;Efectivo;Neutra;Si;31815
44481;Matías;Tienda A;Preventa Juego STEAM;Crédito;Neutra;No;32539
44769;María;Tienda A;Juego XBOX;Crédito;Positiva;Si;34606
44546;Diego;Tienda C;Juego NSW;Efectivo;Neutra;No;54782
44321;Antonio;Tienda D;Preventa Juego NSW;Débito;Neutra;No;44121
44649;Francisco;Tienda C;Suscripción;Débito;Neutra;No;34263
44279;Ambrosio;Tienda D;Código digital NSW;Débito;Negativa;Si;48870
44334;Matías;Tienda A;Código digital PSN;Crédito;Neutra;No;33893
44259;Kike;Tienda B;Juego PS5;Efectivo;Negativa;Si;59909
44632;Francisco;Tienda C;Juego NSW;Crédito;Positiva;Si;41132
44678;Diego;Tienda C;Preventa Juego STEAM;Crédito;Negativa;Si;60181
44664;Agustín;Tienda B;Juego NSW;Efectivo;Neutra;Si;51817
44552;Antonio;Tienda D;Juego PC;Crédito;Positiva;No;49849
44387;Antonio;Tienda D;Preventa Juego NSW;Efectivo;Negativa;No;54835
44706;Francisco;Tienda C;Preventa Juego STEAM;Crédito;Negativa;No;44333
44685;Agustín;Tienda B;Suscripción;Efectivo;Positiva;Si;59025
44582;María;Tienda A;Preventa Juego XBOX;Crédito;Negativa;Si;61967
44633;Matías;Tienda A;Preventa Juego XBOX;Crédito;Positiva;No;29786
44405;Ambrosio;Tienda D;Preventa Juego STEAM;Débito;Positiva;Si;55145
44823;Ambrosio;Tienda D;Preventa Juego PS5;Crédito;Negativa;Si;42706
44846;Kike;Tienda B;Suscripción;Efectivo;Negativa;No;59608
44339;Agustín;Tienda B;Código digital NSW;Débito;Negativa;No;38634
44564;Kike;Tienda B;Suscripción;Crédito;Positiva;Si;53934
44783;Agustín;Tienda B;Preventa Juego NSW;Efectivo;Positiva;No;41432
44348;Matías;Tienda A;Juego XBOX;Efectivo;Negativa;Si;43725
44793;María;Tienda A;Juego PS5;Débito;Positiva;No;56902
44792;Antonio;Tienda D;Juego PS5;Efectivo;Neutra;Si;64036
44426;Ambrosio;Tienda D;Juego PC;Efectivo;Positiva;Si;56386
44761;Antonio;Tienda D;Código digital NSW;Crédito;Negativa;No;62396
44447;Kike;Tienda B;Preventa Juego XBOX;Crédito;Positiva;No;53209
44768;Antonio;Tienda D;Código digital NSW;Crédito;Negativa;No;43315
44479;Matías;Tienda A;Código digital PSN;Crédito;Positiva;Si;62881
44681;Antonio;Tienda D;Suscripción;Débito;Neutra;No;35083
44276;Kike;Tienda B;Preventa Juego XBOX;Débito;Positiva;Si;51950
44364;Kike;Tienda B;Preventa Juego NSW;Crédito;Neutra;Si;62758
44587;Antonio;Tienda D;Código digital NSW;Efectivo;Neutra;Si;58764
44757;Ambrosio;Tienda D;Preventa Juego STEAM;Crédito;Negativa;No;44810
44649;Agustín;Tienda B;Código digital NSW;Crédito;Neutra;No;32340
44567;Ambrosio;Tienda D;Juego NSW;Efectivo;Neutra;Si;30230
44734;Diego;Tienda C;Preventa Juego NSW;Efectivo;Neutra;No;61279
44600;Matías;Tienda A;Juego XBOX;Crédito;Negativa;No;39092
44715;María;Tienda A;Código digital NSW;Débito;Neutra;No;56547
44711;Matías;Tienda A;Preventa Juego STEAM;Efectivo;Negativa;No;62301
44688;María;Tienda A;Preventa Juego PS5;Débito;Neutra;Si;39721
44516;Matías;Tienda A;Código digital STEAM;Débito;Neutra;No;39819
44559;Francisco;Tienda C;Código digital PSN;Efectivo;Positiva;Si;48356
44384;Francisco;Tienda C;Juego XBOX;Crédito;Neutra;No;32160
44314;Francisco;Tienda C;Preventa Juego PS5;Efectivo;Neutra;No;34012
44396;Diego;Tienda C;Preventa Juego STEAM;Débito;Neutra;Si;48713
44727;María;Tienda A;Suscripción;Efectivo;Positiva;No;63597
44206;Antonio;Tienda D;Suscripción;Crédito;Negativa;No;54406
44333;Antonio;Tienda D;Código digital PSN;Débito;Negativa;No;63587
44796;Francisco;Tienda C;Juego NSW;Crédito;Negativa;No;45765
44388;Antonio;Tienda D;Preventa Juego STEAM;Crédito;Positiva;Si;32846
44858;Kike;Tienda B;Preventa Juego NSW;Crédito;Negativa;No;43303
44838;Ambrosio;Tienda D;Suscripción;Débito;Negativa;Si;42112
44862;Matías;Tienda A;Juego NSW;Débito;Positiva;No;39715
44800;Diego;Tienda C;Preventa Juego XBOX;Crédito;Positiva;Si;40683
44393;Kike;Tienda B;Juego PC;Débito;Negativa;Si;45607
44814;Agustín;Tienda B;Código digital STEAM;Crédito;Positiva;No;59128
44803;Antonio;Tienda D;Código digital NSW;Débito;Negativa;No;48424
44220;Agustín;Tienda B;Código digital XBOX;Crédito;Neutra;Si;35465
44801;Antonio;Tienda D;Juego PC;Débito;Neutra;Si;62878
44407;Matías;Tienda A;Código digital NSW;Crédito;Positiva;Si;30517
44428;Agustín;Tienda B;Juego XBOX;Crédito;Neutra;Si;49076
44534;María;Tienda A;Código digital PSN;Crédito;Negativa;No;49632
44558;Diego;Tienda C;Código digital XBOX;Crédito;Positiva;No;64499
44326;Ambrosio;Tienda D;Código digital XBOX;Efectivo;Neutra;Si;57419
44261;Kike;Tienda B;Juego PS5;Efectivo;Positiva;No;43737
44687;Matías;Tienda A;Preventa Juego PS5;Débito;Negativa;Si;59996
44649;María;Tienda A;Juego XBOX;Efectivo;Negativa;Si;62268
44264;Agustín;Tienda B;Juego PS5;Débito;Positiva;No;37143
44479;Antonio;Tienda D;Código digital STEAM;Crédito;Positiva;Si;52947
44794;Kike;Tienda B;Juego NSW;Efectivo;Positiva;No;52050
44274;Diego;Tienda C;Juego PS5;Efectivo;Positiva;Si;56079
44711;Francisco;Tienda C;Código digital STEAM;Débito;Positiva;Si;58352
44514;María;Tienda A;Preventa Juego XBOX;Débito;Neutra;Si;60759
44201;Ambrosio;Tienda D;Preventa Juego NSW;Crédito;Negativa;Si;39876
44276;Ambrosio;Tienda D;Código digital STEAM;Efectivo;Neutra;No;37065
44426;Antonio;Tienda D;Preventa Juego XBOX;Efectivo;Negativa;No;54493
44301;María;Tienda A;Preventa Juego STEAM;Débito;Positiva;No;62974
44424;Kike;Tienda B;Código digital PSN;Crédito;Neutra;Si;54877
44225;Matías;Tienda A;Juego PS5;Crédito;Positiva;No;38183
44441;Francisco;Tienda C;Juego PS5;Débito;Negativa;Si;62308
44326;Agustín;Tienda B;Juego NSW;Crédito;Neutra;No;40066
44602;Ambrosio;Tienda D;Código digital STEAM;Crédito;Negativa;Si;55429
44427;María;Tienda A;Juego PS5;Débito;Positiva;Si;63523
44626;Antonio;Tienda D;Preventa Juego NSW;Efectivo;Positiva;No;37887
44428;Agustín;Tienda B;Juego XBOX;Crédito;Positiva;Si;32394
44251;María;Tienda A;Código digital XBOX;Débito;Positiva;Si;41238
44492;Ambrosio;Tienda D;Juego NSW;Crédito;Neutra;No;50848
44759;María;Tienda A;Preventa Juego PS5;Efectivo;Neutra;Si;61401
44283;Matías;Tienda A;Preventa Juego PS5;Crédito;Negativa;No;49925
44710;Ambrosio;Tienda D;Preventa Juego PS5;Crédito;Positiva;Si;39067
44603;Kike;Tienda B;Preventa Juego STEAM;Débito;Negativa;Si;31896
44857;Antonio;Tienda D;Juego PS5;Crédito;Negativa;No;29706
44265;Ambrosio;Tienda D;Juego NSW;Crédito;Negativa;Si;36477
44733;Diego;Tienda C;Juego PS5;Crédito;Neutra;Si;57991
44681;Agustín;Tienda B;Código digital PSN;Efectivo;Neutra;No;31880
44575;Antonio;Tienda D;Juego NSW;Crédito;Positiva;No;40919
44421;Agustín;Tienda B;Código digital STEAM;Crédito;Neutra;Si;57074
44319;Diego;Tienda C;Código digital PSN;Crédito;Neutra;Si;40051
44641;Agustín;Tienda B;Código digital XBOX;Crédito;Negativa;No;47977
44221;Antonio;Tienda D;Juego PS5;Débito;Neutra;Si;42991
44411;Matías;Tienda A;Juego NSW;Débito;Negativa;No;55249
44551;María;Tienda A;Código digital PSN;Efectivo;Neutra;No;28974
44407;Kike;Tienda B;Juego XBOX;Débito;Negativa;Si;38371
44495;Diego;Tienda C;Código digital PSN;Efectivo;Positiva;No;43290
44501;María;Tienda A;Suscripción;Débito;Positiva;No;61125
44622;Francisco;Tienda C;Preventa Juego STEAM;Débito;Neutra;No;53205
44767;María;Tienda A;Suscripción;Efectivo;Positiva;Si;38552
44273;Agustín;Tienda B;Preventa Juego PS5;Efectivo;Neutra;Si;38448
44660;Francisco;Tienda C;Preventa Juego NSW;Débito;Positiva;No;59036
44789;María;Tienda A;Juego XBOX;Crédito;Negativa;Si;34315
44802;Matías;Tienda A;Preventa Juego NSW;Débito;Neutra;No;49658
44266;Francisco;Tienda C;Juego XBOX;Débito;Negativa;Si;31107
44212;Agustín;Tienda B;Juego NSW;Efectivo;Negativa;Si;60077
44586;María;Tienda A;Preventa Juego NSW;Débito;Negativa;No;57390
44246;Kike;Tienda B;Código digital PSN;Crédito;Positiva;No;37161
44765;Agustín;Tienda B;Código digital XBOX;Efectivo;Neutra;No;31263
44700;Francisco;Tienda C;Preventa Juego STEAM;Débito;Positiva;Si;42457
44501;Francisco;Tienda C;Juego PS5;Efectivo;Neutra;Si;32574
44335;Agustín;Tienda B;Código digital STEAM;Débito;Positiva;No;35578
44626;Antonio;Tienda D;Suscripción;Crédito;Neutra;No;37771
44857;Antonio;Tienda D;Código digital STEAM;Crédito;Positiva;Si;40905
44778;Kike;Tienda B;Juego PS5;Débito;Positiva;Si;40917
44422;Antonio;Tienda D;Juego PS5;Débito;Neutra;No;39823
44558;Antonio;Tienda D;Código digital XBOX;Crédito;Neutra;Si;33471
44254;Diego;Tienda C;Preventa Juego PS5;Crédito;Negativa;No;64005
44809;Agustín;Tienda B;Código digital XBOX;Efectivo;Neutra;No;53131
44502;Agustín;Tienda B;Juego PS5;Efectivo;Negativa;No;52500
44233;Matías;Tienda A;Preventa Juego NSW;Crédito;Negativa;No;59481
44404;Agustín;Tienda B;Preventa Juego NSW;Débito;Positiva;Si;32249
44518;Francisco;Tienda C;Preventa Juego STEAM;Débito;Neutra;No;32950
44585;Kike;Tienda B;Juego NSW;Crédito;Positiva;Si;53826
44404;Ambrosio;Tienda D;Juego PC;Efectivo;Positiva;No;28483
44520;Matías;Tienda A;Preventa Juego XBOX;Crédito;Negativa;No;50318
44410;Francisco;Tienda C;Código digital XBOX;Débito;Positiva;No;48022
44651;Agustín;Tienda B;Juego NSW;Crédito;Positiva;Si;53835
44200;Francisco;Tienda C;Juego XBOX;Débito;Negativa;Si;48183
44483;Antonio;Tienda D;Juego PC;Crédito;Neutra;No;63606
44570;Matías;Tienda A;Juego PS5;Crédito;Negativa;No;61512
44300;Matías;Tienda A;Juego NSW;Efectivo;Positiva;Si;47626
44347;Antonio;Tienda D;Juego XBOX;Débito;Neutra;Si;38236
44418;Ambrosio;Tienda D;Juego PS5;Crédito;Neutra;Si;52888
44649;Kike;Tienda B;Código digital NSW;Efectivo;Neutra;No;51228
44434;Francisco;Tienda C;Código digital STEAM;Débito;Positiva;Si;54595
44851;Agustín;Tienda B;Juego NSW;Débito;Positiva;No;47435
44349;Diego;Tienda C;Juego NSW;Crédito;Negativa;No;31415
44485;Kike;Tienda B;Juego PS5;Crédito;Positiva;No;55456
44583;Francisco;Tienda C;Código digital NSW;Efectivo;Positiva;No;33055
44598;Diego;Tienda C;Juego NSW;Efectivo;Positiva;Si;48349
44459;Kike;Tienda B;Código digital XBOX;Crédito;Neutra;Si;28159
44545;Antonio;Tienda D;Preventa Juego PS5;Efectivo;Neutra;Si;43178
44344;María;Tienda A;Juego PS5;Débito;Positiva;Si;49276
44828;Kike;Tienda B;Juego PS5;Débito;Positiva;No;62294
44415;Agustín;Tienda B;Juego PS5;Débito;Positiva;Si;44244
44241;Francisco;Tienda C;Juego PS5;Crédito;Negativa;Si;34701
44793;Agustín;Tienda B;Preventa Juego XBOX;Débito;Neutra;Si;48811
44417;María;Tienda A;Código digital XBOX;Débito;Negativa;No;44583
44718;Matías;Tienda A;Preventa Juego XBOX;Crédito;Neutra;Si;61634
44715;María;Tienda A;Código digital PSN;Crédito;Neutra;No;35267
44330;Kike;Tienda B;Preventa Juego PS5;Débito;Positiva;No;46432
44422;Agustín;Tienda B;Juego NSW;Débito;Negativa;No;52214
44458;Matías;Tienda A;Preventa Juego PS5;Débito;Negativa;Si;57235
44224;Ambrosio;Tienda D;Suscripción;Efectivo;Neutra;No;61103
44327;Antonio;Tienda D;Código digital XBOX;Efectivo;Neutra;Si;50065
44290;Kike;Tienda B;Juego PS5;Crédito;Positiva;No;50946
44599;Matías;Tienda A;Código digital NSW;Débito;Negativa;No;61413
