Fecha;Vendedor;Tienda;Producto;Medio de pago;Valor
28-02-2021;Matías;Tienda A;Suscripción;Débito;$34.028
12-10-2021;Antonio;Tienda D;Juego NSW;Débito;$57.570
21-08-2022;Francisco;Tienda C;Código digital PSN;Crédito;$56.925
22-07-2021;Antonio;Tienda D;Suscripción;Crédito;$36.504
28-09-2022;Francisco;Tienda C;Preventa Juego PS5;Débito;$30.909
07-01-2022;Kike;Tienda B;Preventa Juego NSW;Crédito;$61.331
10-08-2022;Francisco;Tienda C;Código digital NSW;Crédito;$63.540
01-10-2022;Francisco;Tienda C;Preventa Juego XBOX;Débito;$59.008
21-06-2021;Ambrosio;Tienda D;Juego NSW;Crédito;$62.376
05-04-2022;Ambrosio;Tienda D;Preventa Juego STEAM;Débito;$51.682
16-01-2022;María;Tienda A;Juego PC;Débito;$42.116
26-06-2022;Antonio;Tienda D;Preventa Juego STEAM;Crédito;$52.016
17-01-2022;Kike;Tienda B;Preventa Juego PS5;Crédito;$39.591
17-06-2021;Diego;Tienda C;Código digital STEAM;Crédito;$37.470
05-01-2021;Ambrosio;Tienda D;Juego XBOX;Débito;$59.587
09-05-2021;Antonio;Tienda D;Código digital PSN;Crédito;$29.963
20-12-2021;Diego;Tienda C;Suscripción;Débito;$39.958
17-04-2021;Kike;Tienda B;Código digital PSN;Débito;$62.556
18-04-2021;Kike;Tienda B;Código digital XBOX;Crédito;$30.229
02-07-2022;Diego;Tienda C;Juego NSW;Débito;$48.497
27-06-2022;María;Tienda A;Código digital NSW;Débito;$33.819
23-12-2021;Agustín;Tienda B;Código digital XBOX;Débito;$39.731
02-11-2021;Francisco;Tienda C;Juego PS5;Débito;$32.370
09-02-2022;Kike;Tienda B;Suscripción;Crédito;$40.308
27-06-2021;María;Tienda A;Código digital PSN;Crédito;$30.608
08-11-2021;Matías;Tienda A;Suscripción;Crédito;$51.521
21-03-2021;Agustín;Tienda B;Código digital XBOX;Crédito;$62.480
17-05-2022;Agustín;Tienda B;Juego PC;Crédito;$35.211
19-07-2021;Agustín;Tienda B;Preventa Juego NSW;Crédito;$32.358
04-02-2022;Francisco;Tienda C;Preventa Juego PS5;Débito;$48.673
25-02-2022;Agustín;Tienda B;Juego PS5;Débito;$50.230
21-02-2022;Agustín;Tienda B;Juego NSW;Débito;$64.254
10-01-2022;Antonio;Tienda D;Juego PS5;Débito;$62.748
30-04-2021;Francisco;Tienda C;Juego PS5;Crédito;$48.410
13-04-2022;Diego;Tienda C;Preventa Juego PS5;Débito;$56.695
25-06-2022;Francisco;Tienda C;Código digital XBOX;Débito;$45.897
23-01-2021;Francisco;Tienda C;Preventa Juego NSW;Crédito;$42.228
13-09-2022;Antonio;Tienda D;Código digital STEAM;Crédito;$37.820
15-05-2022;María;Tienda A;Juego PC;Crédito;$39.704
11-07-2021;Ambrosio;Tienda D;Código digital XBOX;Débito;$34.282
23-06-2021;Kike;Tienda B;Preventa Juego XBOX;Débito;$33.646
10-10-2022;Francisco;Tienda C;Juego PS5;Crédito;$41.894
24-08-2022;Antonio;Tienda D;Preventa Juego NSW;Crédito;$53.442
02-01-2021;Agustín;Tienda B;Preventa Juego NSW;Crédito;$46.733
08-09-2021;Diego;Tienda C;Preventa Juego NSW;Débito;$59.982
23-09-2021;Diego;Tienda C;Código digital PSN;Crédito;$40.089
24-11-2021;Diego;Tienda C;Juego NSW;Crédito;$55.169
29-01-2022;Kike;Tienda B;Juego PC;Débito;$61.571
07-08-2022;Agustín;Tienda B;Juego PC;Débito;$38.072
09-10-2021;Diego;Tienda C;Código digital XBOX;Crédito;$47.673
04-06-2022;Ambrosio;Tienda D;Código digital XBOX;Crédito;$63.045
16-10-2021;Matías;Tienda A;Código digital PSN;Crédito;$56.307
28-01-2021;Ambrosio;Tienda D;Código digital XBOX;Débito;$28.244
06-01-2021;Ambrosio;Tienda D;Juego PC;Débito;$36.398
09-10-2021;Agustín;Tienda B;Código digital XBOX;Crédito;$63.877
08-02-2021;María;Tienda A;Juego NSW;Débito;$58.813
07-04-2021;Ambrosio;Tienda D;Código digital PSN;Crédito;$48.558
31-03-2021;Matías;Tienda A;Suscripción;Crédito;$49.224
24-04-2022;Antonio;Tienda D;Juego PC;Crédito;$29.403
05-08-2021;Antonio;Tienda D;Código digital NSW;Crédito;$51.210
15-05-2021;Ambrosio;Tienda D;Código digital PSN;Crédito;$57.602
22-09-2021;Francisco;Tienda C;Juego XBOX;Débito;$29.107
30-04-2022;Diego;Tienda C;Juego PC;Débito;$61.585
25-01-2021;Diego;Tienda C;Juego PC;Débito;$53.935
29-06-2021;María;Tienda A;Código digital PSN;Débito;$31.541
29-05-2022;Ambrosio;Tienda D;Preventa Juego PS5;Débito;$31.969
25-07-2022;Antonio;Tienda D;Juego PC;Crédito;$31.166
29-06-2021;Agustín;Tienda B;Código digital XBOX;Débito;$52.399
13-04-2022;María;Tienda A;Código digital STEAM;Débito;$44.182
09-02-2022;Ambrosio;Tienda D;Código digital STEAM;Débito;$60.694
11-08-2021;María;Tienda A;Código digital PSN;Crédito;$49.215
11-02-2022;Antonio;Tienda D;Juego NSW;Débito;$53.726
25-04-2022;Kike;Tienda B;Juego NSW;Crédito;$57.054
03-01-2021;Matías;Tienda A;Juego XBOX;Débito;$42.693
25-04-2021;Ambrosio;Tienda D;Juego PS5;Crédito;$45.332
09-06-2022;Francisco;Tienda C;Juego PC;Crédito;$47.363
25-07-2021;Francisco;Tienda C;Juego NSW;Débito;$60.868
01-10-2021;Diego;Tienda C;Código digital STEAM;Débito;$45.428
18-06-2021;Kike;Tienda B;Juego XBOX;Crédito;$38.190
08-05-2022;Diego;Tienda C;Juego PS5;Débito;$40.595
11-05-2021;Kike;Tienda B;Juego XBOX;Débito;$50.335
28-07-2021;Ambrosio;Tienda D;Preventa Juego STEAM;Débito;$32.719
11-11-2021;María;Tienda A;Preventa Juego STEAM;Crédito;$50.285
09-08-2022;Kike;Tienda B;Juego NSW;Crédito;$38.663
12-06-2022;Ambrosio;Tienda D;Preventa Juego STEAM;Débito;$56.752
13-12-2021;Matías;Tienda A;Código digital STEAM;Crédito;$48.287
19-03-2022;Diego;Tienda C;Código digital XBOX;Débito;$36.429
03-11-2021;Kike;Tienda B;Código digital STEAM;Débito;$36.610
02-04-2022;Ambrosio;Tienda D;Preventa Juego PS5;Débito;$35.844
09-05-2022;Antonio;Tienda D;Juego PC;Débito;$40.818
09-07-2021;Antonio;Tienda D;Juego XBOX;Crédito;$56.604
23-02-2021;Antonio;Tienda D;Juego NSW;Débito;$58.788
06-08-2021;Kike;Tienda B;Código digital PSN;Débito;$29.341
03-05-2021;Antonio;Tienda D;Preventa Juego NSW;Débito;$62.178
03-08-2022;Ambrosio;Tienda D;Juego PS5;Crédito;$51.889
29-07-2022;María;Tienda A;Preventa Juego STEAM;Débito;$35.385
17-09-2021;Matías;Tienda A;Código digital STEAM;Crédito;$61.300
30-12-2021;Antonio;Tienda D;Preventa Juego PS5;Crédito;$61.164
03-07-2022;Ambrosio;Tienda D;Código digital PSN;Débito;$46.913
11-06-2021;María;Tienda A;Juego PC;Crédito;$54.917
17-07-2021;Antonio;Tienda D;Juego PS5;Débito;$54.528
21-02-2021;Agustín;Tienda B;Código digital STEAM;Crédito;$55.879
29-03-2022;Diego;Tienda C;Suscripción;Crédito;$64.636
06-08-2021;Francisco;Tienda C;Código digital NSW;Débito;$40.072
28-02-2022;María;Tienda A;Preventa Juego PS5;Débito;$62.095
14-04-2022;Francisco;Tienda C;Preventa Juego NSW;Crédito;$64.557
27-03-2021;Ambrosio;Tienda D;Preventa Juego NSW;Débito;$32.479
03-11-2021;Ambrosio;Tienda D;Código digital PSN;Crédito;$38.325
05-10-2022;Agustín;Tienda B;Juego XBOX;Débito;$54.523
04-01-2021;Diego;Tienda C;Preventa Juego XBOX;Crédito;$36.034
12-07-2022;María;Tienda A;Preventa Juego NSW;Crédito;$40.175
04-11-2021;María;Tienda A;Juego XBOX;Débito;$37.502
04-07-2022;Matías;Tienda A;Código digital NSW;Crédito;$54.386
05-09-2021;Francisco;Tienda C;Suscripción;Débito;$62.701
25-04-2022;Matías;Tienda A;Suscripción;Débito;$62.234
19-04-2022;María;Tienda A;Preventa Juego PS5;Débito;$63.732
15-01-2021;Ambrosio;Tienda D;Juego XBOX;Crédito;$56.223
27-03-2021;Antonio;Tienda D;Preventa Juego STEAM;Crédito;$29.190
24-08-2022;Matías;Tienda A;Preventa Juego STEAM;Débito;$41.623
02-03-2022;María;Tienda A;Juego PS5;Débito;$60.638
03-03-2021;Ambrosio;Tienda D;Preventa Juego STEAM;Crédito;$49.769
23-10-2021;Matías;Tienda A;Preventa Juego STEAM;Débito;$36.814
14-02-2022;Agustín;Tienda B;Juego PC;Crédito;$62.054
04-06-2022;Antonio;Tienda D;Preventa Juego NSW;Crédito;$55.187
17-11-2021;María;Tienda A;Código digital PSN;Crédito;$59.762
19-10-2021;Francisco;Tienda C;Código digital STEAM;Débito;$64.204
25-08-2021;María;Tienda A;Juego PS5;Crédito;$52.909
01-10-2022;Kike;Tienda B;Preventa Juego PS5;Crédito;$64.690
10-06-2021;Matías;Tienda A;Código digital XBOX;Crédito;$44.278
03-04-2021;Antonio;Tienda D;Juego NSW;Crédito;$38.355
02-04-2021;Diego;Tienda C;Preventa Juego XBOX;Débito;$41.737
24-05-2021;Antonio;Tienda D;Juego PC;Crédito;$57.859
12-09-2021;Agustín;Tienda B;Suscripción;Débito;$42.491
21-09-2022;María;Tienda A;Código digital STEAM;Crédito;$50.637
11-03-2021;Kike;Tienda B;Preventa Juego STEAM;Débito;$56.217
03-12-2021;Antonio;Tienda D;Suscripción;Crédito;$43.268
26-10-2021;Francisco;Tienda C;Preventa Juego PS5;Crédito;$33.570
05-05-2022;Matías;Tienda A;Preventa Juego XBOX;Crédito;$43.805
24-09-2021;Kike;Tienda B;Juego PS5;Crédito;$42.523
05-10-2021;Diego;Tienda C;Juego NSW;Crédito;$33.841
01-10-2022;Diego;Tienda C;Código digital NSW;Crédito;$40.987
18-01-2021;Francisco;Tienda C;Preventa Juego STEAM;Crédito;$37.369
19-01-2022;Matías;Tienda A;Juego NSW;Débito;$53.704
28-07-2022;Matías;Tienda A;Juego PS5;Crédito;$47.589
05-05-2021;Agustín;Tienda B;Juego NSW;Crédito;$57.216
04-05-2022;Diego;Tienda C;Preventa Juego XBOX;Débito;$35.769
30-01-2021;Antonio;Tienda D;Juego PC;Crédito;$64.350
08-04-2021;Matías;Tienda A;Preventa Juego NSW;Crédito;$50.096
27-07-2022;Antonio;Tienda D;Preventa Juego STEAM;Débito;$64.628
21-08-2021;Kike;Tienda B;Preventa Juego XBOX;Crédito;$30.899
27-10-2021;María;Tienda A;Preventa Juego PS5;Débito;$42.306
01-09-2021;Antonio;Tienda D;Preventa Juego XBOX;Débito;$38.175
22-03-2022;Kike;Tienda B;Juego PC;Crédito;$35.700
21-07-2022;Diego;Tienda C;Preventa Juego NSW;Débito;$57.421
08-05-2021;María;Tienda A;Código digital XBOX;Crédito;$40.645
24-04-2022;Agustín;Tienda B;Código digital STEAM;Crédito;$52.480
19-01-2021;Agustín;Tienda B;Preventa Juego NSW;Crédito;$37.056
17-12-2021;Diego;Tienda C;Juego XBOX;Débito;$33.558
22-04-2021;Diego;Tienda C;Código digital NSW;Débito;$45.233
31-07-2021;Matías;Tienda A;Preventa Juego XBOX;Crédito;$46.936
25-06-2021;Diego;Tienda C;Preventa Juego STEAM;Crédito;$58.523
08-09-2021;Kike;Tienda B;Suscripción;Crédito;$57.315
20-08-2021;Agustín;Tienda B;Preventa Juego PS5;Crédito;$34.111
27-10-2022;Kike;Tienda B;Preventa Juego STEAM;Débito;$31.814
13-04-2021;Kike;Tienda B;Juego NSW;Crédito;$37.041
19-08-2021;Antonio;Tienda D;Preventa Juego NSW;Débito;$55.147
24-12-2021;Kike;Tienda B;Juego XBOX;Débito;$40.192
18-06-2022;Diego;Tienda C;Código digital NSW;Crédito;$53.997
09-02-2022;Kike;Tienda B;Suscripción;Débito;$64.351
11-11-2021;Diego;Tienda C;Código digital PSN;Crédito;$31.699
16-05-2022;Agustín;Tienda B;Juego XBOX;Crédito;$44.635
24-06-2022;Ambrosio;Tienda D;Juego NSW;Crédito;$61.363
20-03-2021;Agustín;Tienda B;Juego NSW;Débito;$37.222
21-08-2021;Matías;Tienda A;Código digital STEAM;Crédito;$36.201
08-05-2021;Kike;Tienda B;Código digital XBOX;Crédito;$58.024
17-12-2021;María;Tienda A;Juego PC;Débito;$44.211
02-04-2022;Matías;Tienda A;Preventa Juego XBOX;Débito;$39.782
15-01-2021;Antonio;Tienda D;Juego PS5;Débito;$59.645
22-06-2022;Matías;Tienda A;Suscripción;Crédito;$63.650
10-02-2021;Antonio;Tienda D;Suscripción;Crédito;$45.438
13-11-2021;Antonio;Tienda D;Preventa Juego STEAM;Crédito;$33.646
04-03-2022;Matías;Tienda A;Juego PC;Débito;$41.614
13-04-2022;Kike;Tienda B;Juego XBOX;Débito;$63.681
13-07-2022;Francisco;Tienda C;Juego PS5;Débito;$33.776
05-07-2022;Agustín;Tienda B;Preventa Juego STEAM;Débito;$31.964
05-08-2021;Matías;Tienda A;Preventa Juego XBOX;Débito;$58.840
09-11-2021;Francisco;Tienda C;Código digital PSN;Débito;$46.269
05-10-2022;Agustín;Tienda B;Suscripción;Crédito;$29.985
14-04-2021;Antonio;Tienda D;Preventa Juego STEAM;Débito;$42.110
12-04-2022;María;Tienda A;Juego XBOX;Crédito;$39.810
29-01-2021;Agustín;Tienda B;Código digital STEAM;Débito;$40.674
27-05-2021;Kike;Tienda B;Juego XBOX;Crédito;$36.662
03-06-2022;Francisco;Tienda C;Código digital NSW;Débito;$45.099
24-02-2021;Kike;Tienda B;Preventa Juego PS5;Débito;$36.710
08-08-2021;Antonio;Tienda D;Preventa Juego XBOX;Crédito;$38.798
13-05-2022;Kike;Tienda B;Código digital PSN;Crédito;$64.588
06-09-2021;Kike;Tienda B;Código digital NSW;Débito;$51.642
28-07-2021;Kike;Tienda B;Código digital STEAM;Crédito;$37.841
13-10-2022;Francisco;Tienda C;Juego XBOX;Débito;$40.179
08-03-2021;Agustín;Tienda B;Código digital NSW;Crédito;$39.442
24-03-2021;Ambrosio;Tienda D;Código digital STEAM;Débito;$52.419
29-04-2021;Diego;Tienda C;Juego PC;Débito;$43.357
28-08-2022;Ambrosio;Tienda D;Juego NSW;Crédito;$45.961
20-07-2022;Kike;Tienda B;Preventa Juego XBOX;Crédito;$44.421
10-07-2021;Francisco;Tienda C;Preventa Juego XBOX;Débito;$37.120
06-01-2022;Ambrosio;Tienda D;Preventa Juego NSW;Crédito;$60.852
31-08-2021;Kike;Tienda B;Preventa Juego PS5;Débito;$36.327
21-02-2021;Antonio;Tienda D;Juego NSW;Débito;$41.048
21-11-2021;María;Tienda A;Juego PS5;Débito;$32.665
08-04-2021;Francisco;Tienda C;Preventa Juego PS5;Débito;$39.932
06-03-2021;Antonio;Tienda D;Código digital STEAM;Crédito;$38.041
10-06-2021;Kike;Tienda B;Juego PC;Débito;$52.064
29-03-2021;Matías;Tienda A;Preventa Juego PS5;Débito;$44.591
26-08-2022;Kike;Tienda B;Preventa Juego PS5;Débito;$63.373
03-04-2021;Ambrosio;Tienda D;Código digital XBOX;Débito;$61.030
29-01-2022;Agustín;Tienda B;Suscripción;Débito;$37.695
23-06-2021;Matías;Tienda A;Código digital NSW;Débito;$36.789
05-04-2022;Ambrosio;Tienda D;Preventa Juego STEAM;Crédito;$33.597
17-03-2021;Agustín;Tienda B;Preventa Juego PS5;Débito;$31.590
18-02-2022;Diego;Tienda C;Código digital NSW;Débito;$32.067
10-09-2022;Matías;Tienda A;Juego NSW;Crédito;$62.167
06-01-2022;Agustín;Tienda B;Juego PC;Débito;$35.240
04-08-2022;Kike;Tienda B;Suscripción;Débito;$29.403
28-11-2021;Francisco;Tienda C;Preventa Juego STEAM;Crédito;$40.920
20-09-2022;Antonio;Tienda D;Preventa Juego NSW;Crédito;$44.179
05-10-2021;María;Tienda A;Juego NSW;Crédito;$32.409
02-03-2022;María;Tienda A;Código digital STEAM;Crédito;$40.808
20-06-2022;Francisco;Tienda C;Preventa Juego XBOX;Crédito;$53.298
04-07-2022;Ambrosio;Tienda D;Código digital STEAM;Crédito;$32.021
23-05-2022;Agustín;Tienda B;Preventa Juego XBOX;Crédito;$59.098
21-11-2021;Kike;Tienda B;Juego PC;Débito;$39.630
01-06-2021;Agustín;Tienda B;Preventa Juego NSW;Crédito;$61.334
29-04-2022;Matías;Tienda A;Código digital XBOX;Débito;$47.789
17-08-2022;María;Tienda A;Código digital XBOX;Débito;$48.386
17-08-2021;Kike;Tienda B;Preventa Juego NSW;Débito;$53.345
23-02-2022;Matías;Tienda A;Preventa Juego XBOX;Débito;$54.318
05-04-2022;Diego;Tienda C;Juego PC;Débito;$39.807
12-11-2021;Kike;Tienda B;Preventa Juego PS5;Débito;$58.568
04-03-2022;María;Tienda A;Juego XBOX;Crédito;$33.429
14-10-2021;Matías;Tienda A;Código digital NSW;Débito;$32.562
27-04-2022;Antonio;Tienda D;Suscripción;Débito;$31.486
21-03-2021;Ambrosio;Tienda D;Juego PC;Débito;$49.533
03-03-2021;Ambrosio;Tienda D;Juego NSW;Débito;$61.325
23-07-2022;Ambrosio;Tienda D;Preventa Juego PS5;Crédito;$52.521
21-01-2022;Diego;Tienda C;Código digital XBOX;Débito;$40.747
19-10-2021;Agustín;Tienda B;Código digital XBOX;Crédito;$43.886
09-09-2021;Diego;Tienda C;Código digital XBOX;Débito;$58.576
17-04-2022;Kike;Tienda B;Preventa Juego PS5;Crédito;$49.691
20-03-2022;María;Tienda A;Código digital XBOX;Crédito;$52.769
10-04-2022;Francisco;Tienda C;Juego NSW;Débito;$50.960
08-11-2021;María;Tienda A;Código digital XBOX;Débito;$44.061
23-07-2022;Francisco;Tienda C;Código digital STEAM;Débito;$50.279
10-10-2022;Diego;Tienda C;Código digital XBOX;Crédito;$47.964
26-06-2021;Antonio;Tienda D;Juego NSW;Crédito;$41.679
16-03-2022;Ambrosio;Tienda D;Preventa Juego PS5;Crédito;$32.020
22-05-2021;Ambrosio;Tienda D;Juego NSW;Crédito;$45.685
04-11-2021;Francisco;Tienda C;Preventa Juego PS5;Crédito;$64.480
12-10-2022;Ambrosio;Tienda D;Preventa Juego PS5;Débito;$60.669
22-05-2021;Francisco;Tienda C;Juego NSW;Débito;$64.562
20-01-2021;Agustín;Tienda B;Juego XBOX;Débito;$59.881
27-02-2021;Antonio;Tienda D;Juego XBOX;Débito;$62.859
24-01-2021;Ambrosio;Tienda D;Preventa Juego STEAM;Crédito;$32.766
04-03-2022;Diego;Tienda C;Juego NSW;Débito;$47.746
14-01-2022;Ambrosio;Tienda D;Código digital PSN;Crédito;$37.788
28-01-2022;María;Tienda A;Código digital NSW;Crédito;$28.108
04-01-2021;María;Tienda A;Código digital PSN;Crédito;$36.608
03-05-2021;Kike;Tienda B;Preventa Juego PS5;Débito;$46.694
01-06-2021;Ambrosio;Tienda D;Preventa Juego NSW;Débito;$47.978
26-08-2022;Agustín;Tienda B;Preventa Juego NSW;Crédito;$38.761
02-02-2022;Francisco;Tienda C;Preventa Juego STEAM;Crédito;$43.985
19-01-2022;Diego;Tienda C;Juego XBOX;Débito;$40.353
20-01-2022;Diego;Tienda C;Juego XBOX;Débito;$44.434
03-09-2021;María;Tienda A;Preventa Juego STEAM;Débito;$52.690
20-02-2022;Diego;Tienda C;Juego PS5;Crédito;$58.331
17-04-2022;Diego;Tienda C;Juego PC;Débito;$39.199
03-10-2022;Agustín;Tienda B;Código digital NSW;Débito;$57.127
12-04-2021;Kike;Tienda B;Código digital STEAM;Débito;$28.036
04-12-2021;María;Tienda A;Preventa Juego STEAM;Débito;$31.803
02-07-2022;Diego;Tienda C;Preventa Juego XBOX;Crédito;$30.238
18-06-2022;Antonio;Tienda D;Código digital NSW;Débito;$56.892
26-04-2022;Matías;Tienda A;Preventa Juego NSW;Débito;$36.264
06-02-2022;Francisco;Tienda C;Preventa Juego NSW;Crédito;$39.699
12-11-2021;Antonio;Tienda D;Código digital STEAM;Débito;$41.371
16-08-2022;Diego;Tienda C;Código digital PSN;Débito;$35.417
07-06-2021;Diego;Tienda C;Preventa Juego STEAM;Débito;$59.561
12-08-2022;Antonio;Tienda D;Juego PS5;Crédito;$62.058
29-04-2021;Matías;Tienda A;Preventa Juego STEAM;Débito;$39.911
11-02-2022;Antonio;Tienda D;Juego NSW;Débito;$58.769
16-12-2021;Agustín;Tienda B;Código digital XBOX;Débito;$39.497
15-06-2022;Diego;Tienda C;Juego PS5;Crédito;$52.283
31-01-2021;Francisco;Tienda C;Suscripción;Débito;$55.509
11-09-2022;Ambrosio;Tienda D;Preventa Juego STEAM;Crédito;$46.394
02-08-2021;Francisco;Tienda C;Juego PC;Crédito;$53.977
14-09-2021;Kike;Tienda B;Juego PC;Crédito;$61.044
27-10-2021;Antonio;Tienda D;Código digital STEAM;Débito;$36.568
02-02-2021;Antonio;Tienda D;Código digital NSW;Crédito;$48.055
29-09-2022;Antonio;Tienda D;Juego NSW;Débito;$61.295
17-08-2021;Agustín;Tienda B;Juego PC;Crédito;$28.974
19-08-2022;Matías;Tienda A;Preventa Juego PS5;Crédito;$34.943
08-01-2022;Ambrosio;Tienda D;Código digital NSW;Crédito;$64.061
25-08-2022;Kike;Tienda B;Código digital XBOX;Crédito;$36.154
13-09-2022;Agustín;Tienda B;Preventa Juego STEAM;Crédito;$60.497
11-12-2021;María;Tienda A;Juego PS5;Crédito;$56.342
03-11-2021;Kike;Tienda B;Código digital PSN;Crédito;$53.395
16-10-2022;Ambrosio;Tienda D;Suscripción;Débito;$37.756
05-11-2021;Agustín;Tienda B;Juego XBOX;Débito;$42.478
08-01-2021;Antonio;Tienda D;Suscripción;Crédito;$57.112
12-04-2021;Francisco;Tienda C;Preventa Juego XBOX;Crédito;$56.058
28-05-2022;María;Tienda A;Preventa Juego PS5;Débito;$30.265
27-02-2022;Ambrosio;Tienda D;Preventa Juego STEAM;Crédito;$44.408
31-10-2022;Diego;Tienda C;Juego PC;Crédito;$53.415
22-01-2022;Kike;Tienda B;Código digital XBOX;Débito;$45.142
29-10-2021;Ambrosio;Tienda D;Preventa Juego XBOX;Crédito;$42.751
07-02-2022;Agustín;Tienda B;Preventa Juego STEAM;Débito;$61.701
14-02-2022;María;Tienda A;Código digital XBOX;Crédito;$56.132
03-07-2021;Kike;Tienda B;Juego NSW;Débito;$28.627
04-01-2021;Francisco;Tienda C;Juego PC;Crédito;$59.305
08-08-2022;Agustín;Tienda B;Código digital XBOX;Débito;$48.439
28-01-2021;Antonio;Tienda D;Código digital XBOX;Débito;$33.038
08-05-2021;Francisco;Tienda C;Código digital PSN;Débito;$47.221
24-10-2021;Francisco;Tienda C;Juego PS5;Crédito;$34.055
07-02-2022;Diego;Tienda C;Preventa Juego STEAM;Débito;$43.284
13-02-2022;Matías;Tienda A;Código digital XBOX;Débito;$62.179
23-07-2021;Francisco;Tienda C;Suscripción;Crédito;$33.495
03-07-2022;Ambrosio;Tienda D;Preventa Juego XBOX;Débito;$56.411
18-11-2021;Kike;Tienda B;Preventa Juego XBOX;Débito;$48.307
01-09-2022;Agustín;Tienda B;Código digital STEAM;Débito;$47.223
18-01-2022;Francisco;Tienda C;Código digital NSW;Crédito;$38.171
18-07-2021;Francisco;Tienda C;Código digital STEAM;Débito;$52.248
23-11-2021;Diego;Tienda C;Preventa Juego XBOX;Crédito;$29.712
17-01-2022;Ambrosio;Tienda D;Código digital PSN;Débito;$60.624
10-11-2021;Agustín;Tienda B;Juego PS5;Crédito;$34.875
10-01-2022;Agustín;Tienda B;Juego PS5;Crédito;$56.282
03-09-2021;Ambrosio;Tienda D;Juego PS5;Crédito;$37.247
14-10-2022;Diego;Tienda C;Preventa Juego STEAM;Débito;$41.555
11-08-2022;Matías;Tienda A;Juego XBOX;Débito;$60.150
19-08-2021;Matías;Tienda A;Juego PS5;Crédito;$38.708
29-07-2021;Ambrosio;Tienda D;Juego PC;Crédito;$62.685
06-07-2021;Ambrosio;Tienda D;Preventa Juego XBOX;Débito;$64.687
18-04-2022;Antonio;Tienda D;Código digital XBOX;Débito;$40.528
27-05-2022;Francisco;Tienda C;Preventa Juego PS5;Débito;$54.980
26-05-2022;Francisco;Tienda C;Código digital STEAM;Crédito;$34.153
02-02-2022;Francisco;Tienda C;Juego PC;Crédito;$48.166
27-08-2021;Diego;Tienda C;Código digital NSW;Débito;$39.859
19-05-2021;María;Tienda A;Código digital STEAM;Débito;$47.172
01-01-2021;Francisco;Tienda C;Preventa Juego NSW;Crédito;$50.536
28-01-2022;Antonio;Tienda D;Suscripción;Crédito;$58.849
18-05-2021;Kike;Tienda B;Código digital PSN;Débito;$56.931
13-05-2021;Diego;Tienda C;Código digital PSN;Débito;$37.296
01-07-2022;Francisco;Tienda C;Código digital STEAM;Crédito;$42.589
28-12-2021;Kike;Tienda B;Preventa Juego STEAM;Crédito;$59.948
29-09-2022;Kike;Tienda B;Juego PS5;Débito;$50.155
13-02-2021;María;Tienda A;Código digital STEAM;Débito;$44.166
02-09-2021;Ambrosio;Tienda D;Preventa Juego NSW;Débito;$44.928
16-09-2021;Diego;Tienda C;Juego XBOX;Débito;$41.076
16-04-2022;Kike;Tienda B;Juego NSW;Débito;$54.513
22-05-2021;Kike;Tienda B;Juego XBOX;Crédito;$45.699
24-07-2021;Kike;Tienda B;Suscripción;Débito;$34.512
15-07-2021;Antonio;Tienda D;Código digital XBOX;Débito;$60.365
16-01-2021;Agustín;Tienda B;Juego NSW;Débito;$37.086
22-05-2021;Matías;Tienda A;Código digital NSW;Crédito;$63.021
07-02-2022;Diego;Tienda C;Suscripción;Crédito;$41.575
20-03-2022;Francisco;Tienda C;Código digital PSN;Crédito;$38.077
24-02-2022;Kike;Tienda B;Preventa Juego STEAM;Débito;$44.427
13-06-2021;Diego;Tienda C;Suscripción;Débito;$48.284
12-09-2022;Matías;Tienda A;Código digital STEAM;Crédito;$51.829
19-06-2022;María;Tienda A;Preventa Juego STEAM;Crédito;$59.503
04-10-2022;Agustín;Tienda B;Código digital STEAM;Crédito;$62.494
01-10-2021;Ambrosio;Tienda D;Código digital XBOX;Crédito;$61.925
01-12-2021;Francisco;Tienda C;Código digital XBOX;Crédito;$33.125
28-10-2021;Francisco;Tienda C;Juego PC;Débito;$35.320
28-07-2021;Kike;Tienda B;Preventa Juego NSW;Débito;$31.767
04-12-2021;Francisco;Tienda C;Código digital NSW;Crédito;$35.168
10-07-2021;Ambrosio;Tienda D;Juego XBOX;Crédito;$31.143
15-05-2022;Antonio;Tienda D;Código digital NSW;Crédito;$47.732
22-05-2022;Agustín;Tienda B;Preventa Juego STEAM;Crédito;$48.493
17-02-2022;María;Tienda A;Preventa Juego PS5;Débito;$57.089
26-05-2022;Kike;Tienda B;Preventa Juego NSW;Crédito;$39.953
24-05-2021;Matías;Tienda A;Juego XBOX;Débito;$37.273
25-09-2022;Matías;Tienda A;Preventa Juego XBOX;Crédito;$56.346
19-06-2022;Diego;Tienda C;Juego NSW;Crédito;$62.371
19-03-2022;Francisco;Tienda C;Juego NSW;Crédito;$30.925
22-01-2022;María;Tienda A;Preventa Juego XBOX;Crédito;$36.171
29-07-2022;Kike;Tienda B;Juego PC;Crédito;$43.676
18-08-2022;Ambrosio;Tienda D;Preventa Juego PS5;Crédito;$51.233
29-07-2021;Ambrosio;Tienda D;Juego NSW;Crédito;$63.030
24-07-2021;Matías;Tienda A;Juego NSW;Crédito;$57.035
24-03-2022;Ambrosio;Tienda D;Código digital XBOX;Crédito;$39.682
24-09-2022;María;Tienda A;Juego XBOX;Débito;$42.686
